lr23,lr_sent,lr23_sent,naive,split,benchmark
0.9777777777777777,0.7333333333333334,0.9555555555555556,0.6666666666666667,30,UMCSENT
0.7333333333333334,0.3777777777777778,0.6,0.7777777777777778,31,UMCSENT
0.6666666666666667,0.5111111111111112,0.6888888888888889,0.44444444444444453,32,UMCSENT
0.8,0.7777777777777778,0.7777777777777778,0.888888888888889,33,UMCSENT
0.888888888888889,0.688888888888889,0.8666666666666667,0.8,34,UMCSENT
0.9333333333333333,0.45555555555555555,0.9333333333333333,0.7555555555555555,35,UMCSENT
0.8666666666666667,0.6444444444444445,0.8666666666666667,0.9555555555555555,36,UMCSENT
0.7555555555555556,0.5666666666666667,0.7555555555555556,0.8,37,UMCSENT
0.9333333333333333,0.6000000000000001,0.888888888888889,0.8222222222222223,38,UMCSENT
0.888888888888889,0.45555555555555566,0.8,0.8888888888888888,39,UMCSENT
0.7777777777777778,0.4888888888888889,0.7555555555555555,0.9777777777777777,40,UMCSENT
0.9777777777777777,0.7111111111111111,0.9777777777777777,0.8888888888888888,41,UMCSENT
0.9333333333333333,0.8444444444444446,0.9111111111111112,0.7555555555555555,42,UMCSENT
0.8444444444444446,0.8333333333333334,0.8444444444444446,0.9111111111111112,43,UMCSENT
0.8,0.5555555555555556,0.8,0.6666666666666667,44,UMCSENT
0.7111111111111111,0.6666666666666667,0.7333333333333334,0.9555555555555556,45,UMCSENT
0.9333333333333333,0.5111111111111112,0.9333333333333333,0.8666666666666667,46,UMCSENT
0.8444444444444444,0.33333333333333337,0.8444444444444444,0.7777777777777778,47,UMCSENT
0.8222222222222223,0.8,0.8222222222222223,0.5111111111111112,48,UMCSENT
0.9777777777777777,0.6000000000000001,0.9777777777777777,0.8444444444444444,49,UMCSENT
0.9111111111111112,0.4222222222222223,0.9111111111111112,0.9111111111111112,50,UMCSENT
0.8666666666666667,0.4888888888888889,0.8666666666666667,0.6222222222222222,51,UMCSENT
0.7333333333333334,0.5555555555555556,0.6888888888888889,0.6888888888888889,52,UMCSENT
0.8222222222222223,0.7777777777777778,0.8222222222222223,0.8444444444444444,53,UMCSENT
0.8666666666666667,0.5555555555555556,0.8666666666666667,0.7333333333333334,54,UMCSENT
0.9111111111111111,0.8666666666666667,0.9111111111111111,0.5555555555555556,55,UMCSENT
0.9555555555555556,0.6222222222222223,0.9555555555555556,0.7333333333333334,56,UMCSENT
0.9111111111111112,0.6000000000000001,0.888888888888889,0.8222222222222222,57,UMCSENT
0.9555555555555556,0.4444444444444445,0.8888888888888888,0.6666666666666667,58,UMCSENT
0.7777777777777778,0.47777777777777786,0.7777777777777778,0.7111111111111111,59,UMCSENT
0.9333333333333333,0.4777777777777778,0.9333333333333333,0.7555555555555556,60,UMCSENT
0.7111111111111111,0.6555555555555556,0.7111111111111111,0.9555555555555555,61,UMCSENT
0.8444444444444444,0.4666666666666667,0.8666666666666667,0.8666666666666667,62,UMCSENT
0.8222222222222223,0.6000000000000001,0.8222222222222223,0.888888888888889,63,UMCSENT
0.8666666666666667,0.5222222222222223,0.8666666666666667,0.9333333333333332,64,UMCSENT
0.6888888888888889,0.4,0.6888888888888889,0.9333333333333333,65,UMCSENT
0.8,0.8222222222222223,0.8,0.8666666666666667,66,UMCSENT
0.9555555555555556,0.5777777777777778,0.9555555555555556,0.7111111111111111,67,UMCSENT
0.9111111111111111,0.9444444444444444,0.9111111111111111,0.8888888888888888,68,UMCSENT
0.8222222222222222,0.8444444444444444,0.8222222222222222,0.6,69,UMCSENT
0.8,0.44444444444444453,0.8,0.7111111111111111,70,UMCSENT
0.8,0.6444444444444445,0.8,0.8,71,UMCSENT
0.8666666666666667,0.7333333333333334,0.8222222222222223,0.7555555555555555,72,UMCSENT
0.9111111111111111,0.788888888888889,0.9111111111111111,0.8888888888888888,73,UMCSENT
0.9111111111111112,0.7111111111111112,0.9111111111111112,0.9333333333333333,74,UMCSENT
0.8222222222222223,0.5777777777777778,0.8222222222222223,0.7111111111111111,75,UMCSENT
0.9111111111111111,0.6666666666666667,0.9111111111111111,0.8,76,UMCSENT
